id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14469677,Large Bedroom- sleeps up to four!,79575198,Jeff,,Jamaica Plain,42.310893576384466,-71.12243916028487,Private room,72,2,68,2018-11-11,2.49,3,160
14470701,Renovated near Redline/Commuter Rail 4 Harvard MIT,18517776,Huggy,,Dorchester,42.30589894232065,-71.07129421384371,Private room,36,30,3,2017-09-06,0.11,12,365
14472483,Bright 2BR in Financial District by Sonder,12243051,Sonder,,Downtown,42.35735303219322,-71.05325723774871,Entire home/apt,551,2,60,2018-10-26,2.24,323,155
14472812,Vintage 2BR in Lower Roxbury by Sonder,12243051,Sonder,,Roxbury,42.336401170454465,-71.08683070266682,Entire home/apt,432,2,29,2018-10-29,1.08,323,165
14473036,Smart 2BR in Brighton by Sonder,12243051,Sonder,,Brighton,42.339090365245816,-71.15346249840327,Entire home/apt,265,2,18,2018-10-15,0.89,323,40
14473053,Lovely 2BR in Lower Roxbury by Sonder,12243051,Sonder,,Roxbury,42.336406295173354,-71.08653976317264,Entire home/apt,209,2,18,2018-10-27,0.67,323,174
14473323,Airy 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.364314992851476,-71.12985757765766,Entire home/apt,183,2,41,2018-11-03,1.56,323,180
14473564,Central 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.362750082466015,-71.1297622550589,Entire home/apt,184,2,23,2018-09-22,1.29,323,163
14473911,Stunning 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36440045797446,-71.13076271051933,Entire home/apt,183,2,20,2018-07-11,0.82,323,179
14474750,Third Floor Suite- 2 bedrooms with private bath.,79575198,Jeff,,Jamaica Plain,42.31179031925349,-71.12132702991566,Entire home/apt,139,2,69,2018-09-01,2.71,3,0
14483758,Heart of North End Studio Downtown Boston,1118374,Matthew,,North End,42.36401224969372,-71.0568106808558,Entire home/apt,147,1,229,2018-11-02,8.50,42,356
14485918,Huge bed  and high ceiling room plus two closets.,67103816,Firlian,,Roxbury,42.31700147477723,-71.09362894937037,Private room,35,30,7,2018-08-31,0.33,7,146
14500012,"Train Stop in Front, 5 mins to Boston College n BU",7408122,Thanh,,Brighton,42.33839097901318,-71.1514954186127,Private room,65,1,157,2018-09-27,5.89,1,73
14501824,Private Apartment adjacent to park in JP,449295,Dorothy & Seth,,Jamaica Plain,42.30947824832074,-71.09930721341063,Entire home/apt,130,2,55,2018-11-12,2.09,3,180
14506396,Chinatown Bedroom,89613233,Krista,,Chinatown,42.34864828206799,-71.06012875567642,Private room,95,1,2,2016-08-27,0.07,2,0
